full_text,cleansing,Tokenization and Case Folding,Filtering/stopword removal,stemming_data
"Situs KPU Diduga Dibobol Hacker, Ratusan Juta Data Pemilih Bocor https://t.co/R5LhBENxDQ",Situs KPU Diduga Dibobol Hacker Ratusan Juta Data Pemilih Bocor ,"['situs', 'kpu', 'diduga', 'dibobol', 'hacker', 'ratusan', 'juta', 'data', 'pemilih', 'bocor']","['situs', 'kpu', 'diduga', 'dibobol', 'hacker', 'ratusan', 'juta', 'data', 'pemilih', 'bocor']",situs kpu duga bobol hacker ratus juta data pilih bocor
KPU Ajak Intelijen Cek Dugaan 204 Juta Data Pemilih Bocor di Dark Web https://t.co/ZVrxxQMUXU,KPU Ajak Intelijen Cek Dugaan  Juta Data Pemilih Bocor di Dark Web ,"['kpu', 'ajak', 'intelijen', 'cek', 'dugaan', 'juta', 'data', 'pemilih', 'bocor', 'di', 'dark', 'web']","['kpu', 'ajak', 'intelijen', 'cek', 'dugaan', 'juta', 'data', 'pemilih', 'bocor', 'dark', 'web']",kpu ajak intelijen cek duga juta data pilih bocor dark web
"KPU diduga kembali mengalami kebocoran data. Setelah pada September 2020 lalu, ada 105 juta data pribadi pemilih bocor, kini jumlah data yang bocor meningkat menjadi 204 juta atau naik dua kali lipat dari sebelumnya. https://t.co/6fK3a2MQds",KPU diduga kembali mengalami kebocoran data Setelah pada September  lalu ada  juta data pribadi pemilih bocor kini jumlah data yang bocor meningkat menjadi  juta atau naik dua kali lipat dari sebelumnya ,"['kpu', 'diduga', 'kembali', 'mengalami', 'kebocoran', 'data', 'setelah', 'pada', 'september', 'lalu', 'ada', 'juta', 'data', 'pribadi', 'pemilih', 'bocor', 'kini', 'jumlah', 'data', 'yang', 'bocor', 'meningkat', 'menjadi', 'juta', 'atau', 'naik', 'dua', 'kali', 'lipat', 'dari', 'sebelumnya']","['kpu', 'diduga', 'mengalami', 'kebocoran', 'data', 'september', 'juta', 'data', 'pribadi', 'pemilih', 'bocor', 'data', 'bocor', 'meningkat', 'juta', 'kali', 'lipat']",kpu duga alami bocor data september juta data pribadi pilih bocor data bocor tingkat juta kali lipat
Ketua KPU Hasyim Asy'ari Buka Suara Terkait Dugaan Data Pemilih di Pemilu 2024 Bocor https://t.co/C3z61NNm3Y,Ketua KPU Hasyim Asyari Buka Suara Terkait Dugaan Data Pemilih di Pemilu  Bocor ,"['ketua', 'kpu', 'hasyim', 'asyari', 'buka', 'suara', 'terkait', 'dugaan', 'data', 'pemilih', 'di', 'pemilu', 'bocor']","['ketua', 'kpu', 'hasyim', 'asyari', 'buka', 'suara', 'terkait', 'dugaan', 'data', 'pemilih', 'pemilu', 'bocor']",ketua kpu hasyim asyari buka suara kait duga data pilih milu bocor
"Waduh! KPU Diretas Hacker, 204 Juta Data Pemilih Diduga Bocor dan Dijual di Internet https://t.co/X9xfBbgDnH",Waduh KPU Diretas Hacker  Juta Data Pemilih Diduga Bocor dan Dijual di Internet ,"['waduh', 'kpu', 'diretas', 'hacker', 'juta', 'data', 'pemilih', 'diduga', 'bocor', 'dan', 'dijual', 'di', 'internet']","['kpu', 'diretas', 'hacker', 'juta', 'data', 'pemilih', 'diduga', 'bocor', 'dijual', 'internet']",kpu retas hacker juta data pilih duga bocor jual internet
"Situs KPU Diretas Hacker, 204 Juta Data Pemilih Tetap Bocor  https://t.co/rH1B29nW9V",Situs KPU Diretas Hacker  Juta Data Pemilih Tetap Bocor  ,"['situs', 'kpu', 'diretas', 'hacker', 'juta', 'data', 'pemilih', 'tetap', 'bocor']","['situs', 'kpu', 'diretas', 'hacker', 'juta', 'data', 'pemilih', 'bocor']",situs kpu retas hacker juta data pilih bocor
"@papa_loren @KPU_ID HANYA ORANG DUNGU YANG MASIH PERCAYA, DATA PEMILIH AJA BOCOR, ENTAH SENGAJA DIBOCORKAN https://t.co/bHyyYu4bPQ",papaloren KPUID HANYA ORANG DUNGU YANG MASIH PERCAYA DATA PEMILIH AJA BOCOR ENTAH SENGAJA DIBOCORKAN ,"['papaloren', 'kpuid', 'hanya', 'orang', 'dungu', 'yang', 'masih', 'percaya', 'data', 'pemilih', 'aja', 'bocor', 'entah', 'sengaja', 'dibocorkan']","['papaloren', 'kpuid', 'orang', 'dungu', 'percaya', 'data', 'pemilih', 'aja', 'bocor', 'sengaja', 'dibocorkan']",papaloren kpuid orang dungu percaya data pilih aja bocor sengaja bocor
"Sebanyak 204 juta data KPU atau pemilih Pemilu di situs https://t.co/qiR7VnFlg2 diduga bocor. Informasi ini kemudian dijual oleh hacker dengan nama Jimbo US$ 74 ribu atau sekitar Rp1,2 miliar di dark web.  Baca selengkapnya: https://t.co/Buj3dT9Kw2 #KPU #Pemilu2024 https://t.co/znKBZk39sE",Sebanyak  juta data KPU atau pemilih Pemilu di situs  diduga bocor Informasi ini kemudian dijual oleh hacker dengan nama Jimbo US  ribu atau sekitar Rp miliar di dark web  Baca selengkapnya  KPU Pemilu ,"['sebanyak', 'juta', 'data', 'kpu', 'atau', 'pemilih', 'pemilu', 'di', 'situs', 'diduga', 'bocor', 'informasi', 'ini', 'kemudian', 'dijual', 'oleh', 'hacker', 'dengan', 'nama', 'jimbo', 'us', 'ribu', 'atau', 'sekitar', 'rp', 'miliar', 'di', 'dark', 'web', 'baca', 'selengkapnya', 'kpu', 'pemilu']","['juta', 'data', 'kpu', 'pemilih', 'pemilu', 'situs', 'diduga', 'bocor', 'informasi', 'dijual', 'hacker', 'nama', 'jimbo', 'us', 'ribu', 'rp', 'miliar', 'dark', 'web', 'baca', 'selengkapnya', 'kpu', 'pemilu']",juta data kpu pilih milu situs duga bocor informasi jual hacker nama jimbo us ribu rp miliar dark web baca lengkap kpu milu
"Situs resmi KPU RI dibobol hacker, 204 juta data pemilih diduga bocor dijual dari darkweb! 😳 Tanda-tanda... https://t.co/9Mt0HYRb2G",Situs resmi KPU RI dibobol hacker  juta data pemilih diduga bocor dijual dari darkweb  Tandatanda ,"['situs', 'resmi', 'kpu', 'ri', 'dibobol', 'hacker', 'juta', 'data', 'pemilih', 'diduga', 'bocor', 'dijual', 'dari', 'darkweb', 'tandatanda']","['situs', 'resmi', 'kpu', 'ri', 'dibobol', 'hacker', 'juta', 'data', 'pemilih', 'diduga', 'bocor', 'dijual', 'darkweb', 'tandatanda']",situs resmi kpu ri bobol hacker juta data pilih duga bocor jual darkweb tandatanda
"Dugaan data KPU bocor pernah terjadi 2022. Saat itu, KPU membantah data yang bocor adalah data pemilih. Bagaimana dengan dugaan data bocor kali ini? https://t.co/aLhNSAyjlK",Dugaan data KPU bocor pernah terjadi  Saat itu KPU membantah data yang bocor adalah data pemilih Bagaimana dengan dugaan data bocor kali ini ,"['dugaan', 'data', 'kpu', 'bocor', 'pernah', 'terjadi', 'saat', 'itu', 'kpu', 'membantah', 'data', 'yang', 'bocor', 'adalah', 'data', 'pemilih', 'bagaimana', 'dengan', 'dugaan', 'data', 'bocor', 'kali', 'ini']","['dugaan', 'data', 'kpu', 'bocor', 'kpu', 'membantah', 'data', 'bocor', 'data', 'pemilih', 'dugaan', 'data', 'bocor', 'kali']",duga data kpu bocor kpu ban data bocor data pilih duga data bocor kali
"WADUH, Hacker Jimbo Bobol KPU, 204 Juta Data Pemilih Bocor. Dijual Rp 1,2 Miliar. Ini Reaksi KPU! https://t.co/TkWTUAJv2J",WADUH Hacker Jimbo Bobol KPU  Juta Data Pemilih Bocor Dijual Rp  Miliar Ini Reaksi KPU ,"['waduh', 'hacker', 'jimbo', 'bobol', 'kpu', 'juta', 'data', 'pemilih', 'bocor', 'dijual', 'rp', 'miliar', 'ini', 'reaksi', 'kpu']","['hacker', 'jimbo', 'bobol', 'kpu', 'juta', 'data', 'pemilih', 'bocor', 'dijual', 'rp', 'miliar', 'reaksi', 'kpu']",hacker jimbo bobol kpu juta data pilih bocor jual rp miliar reaksi kpu
Data Pemilih di KPU Diduga Bocor Jelang Pemilu 2024 https://t.co/vhV8clKtVB #TrenAsia,Data Pemilih di KPU Diduga Bocor Jelang Pemilu   TrenAsia,"['data', 'pemilih', 'di', 'kpu', 'diduga', 'bocor', 'jelang', 'pemilu', 'trenasia']","['data', 'pemilih', 'kpu', 'diduga', 'bocor', 'jelang', 'pemilu', 'trenasia']",data pilih kpu duga bocor jelang milu trenasia
"Data Pemilih di Situs KPU Diduga Bocor, Seorang Peretas Mengunggahnya di Breach Forums https://t.co/ykENNhTbkB lewat @sekbernews https://t.co/n6L12LpXgq",Data Pemilih di Situs KPU Diduga Bocor Seorang Peretas Mengunggahnya di Breach Forums  lewat sekbernews ,"['data', 'pemilih', 'di', 'situs', 'kpu', 'diduga', 'bocor', 'seorang', 'peretas', 'mengunggahnya', 'di', 'breach', 'forums', 'lewat', 'sekbernews']","['data', 'pemilih', 'situs', 'kpu', 'diduga', 'bocor', 'peretas', 'mengunggahnya', 'breach', 'forums', 'sekbernews']",data pilih situs kpu duga bocor retas unggah breach forums sekbernews
"Data Pemilih Tetap (DPT) Pemilu 2024 milik Komisi Pemilihan Umum (KPU) diduga bocor dan diperjualbelikan di situs internet.   Merespons hal itu, KPU bidang Data dan Informasi, Betty Epsilon Idroos, menyebut KPU tengah berkoordinasi dengan Polri, Badan Siber dan Sandi Negara… https://t.co/Jwye96eWnw",Data Pemilih Tetap DPT Pemilu  milik Komisi Pemilihan Umum KPU diduga bocor dan diperjualbelikan di situs internet   Merespons hal itu KPU bidang Data dan Informasi Betty Epsilon Idroos menyebut KPU tengah berkoordinasi dengan Polri Badan Siber dan Sandi Negara… ,"['data', 'pemilih', 'tetap', 'dpt', 'pemilu', 'milik', 'komisi', 'pemilihan', 'umum', 'kpu', 'diduga', 'bocor', 'dan', 'diperjualbelikan', 'di', 'situs', 'internet', 'merespons', 'hal', 'itu', 'kpu', 'bidang', 'data', 'dan', 'informasi', 'betty', 'epsilon', 'idroos', 'menyebut', 'kpu', 'tengah', 'berkoordinasi', 'dengan', 'polri', 'badan', 'siber', 'dan', 'sandi', 'negara…']","['data', 'pemilih', 'dpt', 'pemilu', 'milik', 'komisi', 'pemilihan', 'kpu', 'diduga', 'bocor', 'diperjualbelikan', 'situs', 'internet', 'merespons', 'kpu', 'bidang', 'data', 'informasi', 'betty', 'epsilon', 'idroos', 'menyebut', 'kpu', 'berkoordinasi', 'polri', 'badan', 'siber', 'sandi', 'negara…']",data pilih dpt milu milik komisi pilih kpu duga bocor diperjualbelikan situs internet respons kpu bidang data informasi betty epsilon idroos sebut kpu koordinasi polri badan siber sandi negara
"Kumat..  Kejadian peretasan ini bukanlah pertama kali terjadi. Tahun lalu 105 juta data dari KPU dilaporkan bocor oleh hacker Bjorka.""  204 Juta Data Pemilih Bocor Dibobol Hacker, KPU Buka Suara https://t.co/ANBBpR7rYT https://t.co/dDxf7cxg5v""",Kumat  Kejadian peretasan ini bukanlah pertama kali terjadi Tahun lalu  juta data dari KPU dilaporkan bocor oleh hacker Bjorka   Juta Data Pemilih Bocor Dibobol Hacker KPU Buka Suara  ,"['kumat', 'kejadian', 'peretasan', 'ini', 'bukanlah', 'pertama', 'kali', 'terjadi', 'tahun', 'lalu', 'juta', 'data', 'dari', 'kpu', 'dilaporkan', 'bocor', 'oleh', 'hacker', 'bjorka', 'juta', 'data', 'pemilih', 'bocor', 'dibobol', 'hacker', 'kpu', 'buka', 'suara']","['kumat', 'kejadian', 'peretasan', 'kali', 'juta', 'data', 'kpu', 'dilaporkan', 'bocor', 'hacker', 'bjorka', 'juta', 'data', 'pemilih', 'bocor', 'dibobol', 'hacker', 'kpu', 'buka', 'suara']",kumat jadi retas kali juta data kpu lapor bocor hacker bjorka juta data pilih bocor bobol hacker kpu buka suara
"Sosok Hacker Jimbo yang Diduga Bobol Situs KPU, 204 Juta Data Pemilih Bocor dan Dijual Rp 1,2 M   https://t.co/7i16NGFs5C lewat @tribunnews #hacker #jimbo #kpu #bocor #data",Sosok Hacker Jimbo yang Diduga Bobol Situs KPU  Juta Data Pemilih Bocor dan Dijual Rp  M    lewat tribunnews hacker jimbo kpu bocor data,"['sosok', 'hacker', 'jimbo', 'yang', 'diduga', 'bobol', 'situs', 'kpu', 'juta', 'data', 'pemilih', 'bocor', 'dan', 'dijual', 'rp', 'm', 'lewat', 'tribunnews', 'hacker', 'jimbo', 'kpu', 'bocor', 'data']","['sosok', 'hacker', 'jimbo', 'diduga', 'bobol', 'situs', 'kpu', 'juta', 'data', 'pemilih', 'bocor', 'dijual', 'rp', 'm', 'tribunnews', 'hacker', 'jimbo', 'kpu', 'bocor', 'data']",sosok hacker jimbo duga bobol situs kpu juta data pilih bocor jual rp m tribunnews hacker jimbo kpu bocor data
"Data pemilih yang dimiliki Komisi Pemilihan Umum (KPU) diduga bocor dan diperjualbelikan di situs internet. Data tersebut dijual sebesar 2 Bitcoin dengan memuat 252 juta data orang, #pemilupedia #newsupdate #update #news #oneliner #kumparan https://t.co/H9jkM8TV9I https://t.co/UJquXv5G7J",Data pemilih yang dimiliki Komisi Pemilihan Umum KPU diduga bocor dan diperjualbelikan di situs internet Data tersebut dijual sebesar  Bitcoin dengan memuat  juta data orang pemilupedia newsupdate update news oneliner kumparan  ,"['data', 'pemilih', 'yang', 'dimiliki', 'komisi', 'pemilihan', 'umum', 'kpu', 'diduga', 'bocor', 'dan', 'diperjualbelikan', 'di', 'situs', 'internet', 'data', 'tersebut', 'dijual', 'sebesar', 'bitcoin', 'dengan', 'memuat', 'juta', 'data', 'orang', 'pemilupedia', 'newsupdate', 'update', 'news', 'oneliner', 'kumparan']","['data', 'pemilih', 'dimiliki', 'komisi', 'pemilihan', 'kpu', 'diduga', 'bocor', 'diperjualbelikan', 'situs', 'internet', 'data', 'dijual', 'bitcoin', 'memuat', 'juta', 'data', 'orang', 'pemilupedia', 'newsupdate', 'update', 'news', 'oneliner', 'kumparan']",data pilih milik komisi pilih kpu duga bocor diperjualbelikan situs internet data jual bitcoin muat juta data orang pemilupedia newsupdate update news oneliner kumpar
KPU perlu melakukan verifikasi dan investigasi untuk memastikan apakah dugaan data 204 juta data pemilih yang bocor merupakan data DPT Pemilu 2024. https://t.co/8O15XqyE8q,KPU perlu melakukan verifikasi dan investigasi untuk memastikan apakah dugaan data  juta data pemilih yang bocor merupakan data DPT Pemilu  ,"['kpu', 'perlu', 'melakukan', 'verifikasi', 'dan', 'investigasi', 'untuk', 'memastikan', 'apakah', 'dugaan', 'data', 'juta', 'data', 'pemilih', 'yang', 'bocor', 'merupakan', 'data', 'dpt', 'pemilu']","['kpu', 'verifikasi', 'investigasi', 'dugaan', 'data', 'juta', 'data', 'pemilih', 'bocor', 'data', 'dpt', 'pemilu']",kpu verifikasi investigasi duga data juta data pilih bocor data dpt milu
"Hacker Retas Jaringan KPU, 204 Juta Data Pemilih Diduga Bocor dan Dijual di Dark Web  Pelaku kejahatan siber dengan nama anonim Jimbo"" mengklaim telah meretas situs https://t.co/p0y2BYNoY8 dan mendapatkan data daftar pemilih tetap (DPT) dari situs tersebut.… https://t.co/E7fvjSRtKR""",Hacker Retas Jaringan KPU  Juta Data Pemilih Diduga Bocor dan Dijual di Dark Web  Pelaku kejahatan siber dengan nama anonim Jimbo mengklaim telah meretas situs  dan mendapatkan data daftar pemilih tetap DPT dari situs tersebut… ,"['hacker', 'retas', 'jaringan', 'kpu', 'juta', 'data', 'pemilih', 'diduga', 'bocor', 'dan', 'dijual', 'di', 'dark', 'web', 'pelaku', 'kejahatan', 'siber', 'dengan', 'nama', 'anonim', 'jimbo', 'mengklaim', 'telah', 'meretas', 'situs', 'dan', 'mendapatkan', 'data', 'daftar', 'pemilih', 'tetap', 'dpt', 'dari', 'situs', 'tersebut…']","['hacker', 'retas', 'jaringan', 'kpu', 'juta', 'data', 'pemilih', 'diduga', 'bocor', 'dijual', 'dark', 'web', 'pelaku', 'kejahatan', 'siber', 'nama', 'anonim', 'jimbo', 'mengklaim', 'meretas', 'situs', 'data', 'daftar', 'pemilih', 'dpt', 'situs', 'tersebut…']",hacker retas jaring kpu juta data pilih duga bocor jual dark web laku jahat siber nama anonim jimbo klaim retas situs data daftar pilih dpt situs sebut
"Data pemilih yang diduga bocor dari situs web KPU itu dijual oleh peretas melalui situs Breach Forums dengan harga Rp 1,1 miliar. https://t.co/oEIampMHOp",Data pemilih yang diduga bocor dari situs web KPU itu dijual oleh peretas melalui situs Breach Forums dengan harga Rp  miliar ,"['data', 'pemilih', 'yang', 'diduga', 'bocor', 'dari', 'situs', 'web', 'kpu', 'itu', 'dijual', 'oleh', 'peretas', 'melalui', 'situs', 'breach', 'forums', 'dengan', 'harga', 'rp', 'miliar']","['data', 'pemilih', 'diduga', 'bocor', 'situs', 'web', 'kpu', 'dijual', 'peretas', 'situs', 'breach', 'forums', 'harga', 'rp', 'miliar']",data pilih duga bocor situs web kpu jual retas situs breach forums harga rp miliar
"Data Pemilih Diduga Bocor akibat Situs Web KPU Diretas, KPU: Lagi Dicek  Baca di https://t.co/f4R4MUptTV https://t.co/lY6YyEPf0O",Data Pemilih Diduga Bocor akibat Situs Web KPU Diretas KPU Lagi Dicek  Baca di  ,"['data', 'pemilih', 'diduga', 'bocor', 'akibat', 'situs', 'web', 'kpu', 'diretas', 'kpu', 'lagi', 'dicek', 'baca', 'di']","['data', 'pemilih', 'diduga', 'bocor', 'akibat', 'situs', 'web', 'kpu', 'diretas', 'kpu', 'dicek', 'baca']",data pilih duga bocor akibat situs web kpu retas kpu cek baca
"Sudah mulau. Kalo begini bagaimana???  https://t.co/fU0YN0yRRo  Data Pemilih Diduga Bocor Akibat Website KPU Diretas, KPU: Lagi Dicek    Kompascom+ baca berita tanpa iklan: https://t.co/IAWUpaDnIv  Download aplikasi: https://t.co/5p659X59Tv",Sudah mulau Kalo begini bagaimana    Data Pemilih Diduga Bocor Akibat Website KPU Diretas KPU Lagi Dicek    Kompascom baca berita tanpa iklan   Download aplikasi ,"['sudah', 'mulau', 'kalo', 'begini', 'bagaimana', 'data', 'pemilih', 'diduga', 'bocor', 'akibat', 'website', 'kpu', 'diretas', 'kpu', 'lagi', 'dicek', 'kompascom', 'baca', 'berita', 'tanpa', 'iklan', 'download', 'aplikasi']","['mulau', 'kalo', 'data', 'pemilih', 'diduga', 'bocor', 'akibat', 'website', 'kpu', 'diretas', 'kpu', 'dicek', 'kompascom', 'baca', 'berita', 'iklan', 'download', 'aplikasi']",mulau kalo data pilih duga bocor akibat website kpu retas kpu cek kompascom baca berita iklan download aplikasi
"Data pemilih yang diduga bocor dari website KPU itu dijual oleh peretas melalui situs Breach Forums dengan harga Rp 1,1 Miliar. https://t.co/nYDFRW8FSC",Data pemilih yang diduga bocor dari website KPU itu dijual oleh peretas melalui situs Breach Forums dengan harga Rp  Miliar ,"['data', 'pemilih', 'yang', 'diduga', 'bocor', 'dari', 'website', 'kpu', 'itu', 'dijual', 'oleh', 'peretas', 'melalui', 'situs', 'breach', 'forums', 'dengan', 'harga', 'rp', 'miliar']","['data', 'pemilih', 'diduga', 'bocor', 'website', 'kpu', 'dijual', 'peretas', 'situs', 'breach', 'forums', 'harga', 'rp', 'miliar']",data pilih duga bocor website kpu jual retas situs breach forums harga rp miliar
"Data Pemilih Diduga Bocor, KPU Minta Bantuan BSSN hingga BIN | https://t.co/tt46LCcS0K https://t.co/oEfyqZEkQv",Data Pemilih Diduga Bocor KPU Minta Bantuan BSSN hingga BIN   ,"['data', 'pemilih', 'diduga', 'bocor', 'kpu', 'minta', 'bantuan', 'bssn', 'hingga', 'bin']","['data', 'pemilih', 'diduga', 'bocor', 'kpu', 'bantuan', 'bssn', 'bin']",data pilih duga bocor kpu bantu bssn bin
"Hacker Retas Jaringan KPU, 204 Juta Data Pemilih Diduga Bocor dan Dijual di Dark Web https://t.co/AFX2Zr6xGG",Hacker Retas Jaringan KPU  Juta Data Pemilih Diduga Bocor dan Dijual di Dark Web ,"['hacker', 'retas', 'jaringan', 'kpu', 'juta', 'data', 'pemilih', 'diduga', 'bocor', 'dan', 'dijual', 'di', 'dark', 'web']","['hacker', 'retas', 'jaringan', 'kpu', 'juta', 'data', 'pemilih', 'diduga', 'bocor', 'dijual', 'dark', 'web']",hacker retas jaring kpu juta data pilih duga bocor jual dark web
"Sebanyak 204 juta data daftar pemilih tetap (DPT) diduga bocor usai situs KPU diretas. Akun anonim Jimbo mengklaim aksinya tersebut dan menjualnya senilai Rp1,2 Miliar. https://t.co/GD2rXzcuUf",Sebanyak  juta data daftar pemilih tetap DPT diduga bocor usai situs KPU diretas Akun anonim Jimbo mengklaim aksinya tersebut dan menjualnya senilai Rp Miliar ,"['sebanyak', 'juta', 'data', 'daftar', 'pemilih', 'tetap', 'dpt', 'diduga', 'bocor', 'usai', 'situs', 'kpu', 'diretas', 'akun', 'anonim', 'jimbo', 'mengklaim', 'aksinya', 'tersebut', 'dan', 'menjualnya', 'senilai', 'rp', 'miliar']","['juta', 'data', 'daftar', 'pemilih', 'dpt', 'diduga', 'bocor', 'situs', 'kpu', 'diretas', 'akun', 'anonim', 'jimbo', 'mengklaim', 'aksinya', 'menjualnya', 'senilai', 'rp', 'miliar']",juta data daftar pilih dpt duga bocor situs kpu retas akun anonim jimbo klaim aksi jual nila rp miliar
"Proses kecurangan sudah dimulai... - Data Pemilih Diduga Bocor, KPU Minta Bantuan BSSN hingga BIN https://t.co/DLWuTPugGE",Proses kecurangan sudah dimulai  Data Pemilih Diduga Bocor KPU Minta Bantuan BSSN hingga BIN ,"['proses', 'kecurangan', 'sudah', 'dimulai', 'data', 'pemilih', 'diduga', 'bocor', 'kpu', 'minta', 'bantuan', 'bssn', 'hingga', 'bin']","['proses', 'kecurangan', 'data', 'pemilih', 'diduga', 'bocor', 'kpu', 'bantuan', 'bssn', 'bin']",proses curang data pilih duga bocor kpu bantu bssn bin
"@Dennysiregar7 Data pemilih aja bisa bocor, mana KPU peduli",Dennysiregar Data pemilih aja bisa bocor mana KPU peduli,"['dennysiregar', 'data', 'pemilih', 'aja', 'bisa', 'bocor', 'mana', 'kpu', 'peduli']","['dennysiregar', 'data', 'pemilih', 'aja', 'bocor', 'kpu', 'peduli']",dennysiregar data pilih aja bocor kpu peduli
